Accession	# AAs	Abundance: 40: Sample	Abundance: 41: Sample	Abundance: 42: Sample	Abundance: 43: Sample	Abundance: 61: Sample	Abundance: 62: Sample	Abundance: 63: Sample	COG Functional Category	seed ortholog evalue	Predicted taxonomic group
4.contigs_13045603_1	153	NA	NA	NA	NA	NA	NA	NA	E	5.5e-80	Bacillariophyta
2.contigs_1225351_1	184	NA	NA	288726.25	2231412.125	82814.6875	1260272.5	602940.6875	G	3e-72	Oceanospirillales
2.contigs_8048282_1	145	NA	NA	288726.25	2231412.125	82814.6875	1260272.5	602940.6875	G	1.8e-43	Oceanospirillales
2.contigs_3854960_12	151	NA	NA	NA	NA	NA	NA	NA	O	5.9e-18	Chlorophyta
2.contigs_5580253_1	154	895874.625	486522.28125	154413.46875	335607.90625	1075955.21875	NA	NA	J	2.9e-68	Bacillariophyta
1.contigs_6612758_2	168	2172149.5	605499.375	NA	NA	NA	NA	NA	T	1.1e-15	Metazoa
2.contigs_2852034_1	342	NA	NA	2099054.5	1843049.625	1785755.75	560245.5	986205.3125	S	3e-142	Alphaproteobacteria
4.contigs_12733656_1	209	137777.953125	61014.85546875	418941.78125	NA	NA	NA	291183.9375	M	2.9e-31	delta/epsilon subdivisions
2.contigs_1988270_2	172	NA	752957.9375	NA	NA	NA	NA	NA	F	9.6e-73	Burkholderiaceae
4.contigs_4609230_1	157	NA	752957.9375	NA	NA	NA	NA	NA	G	3.9e-57	Alcaligenaceae
4.contigs_4773385_1	350	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	4.7e-151	unclassified Rhodobacteraceae
3.contigs_2752797_12	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	4.2e-182	Roseobacter
1.contigs_6055466_2	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	6.2e-186	Alphaproteobacteria
1.contigs_5908944_2	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	6.7e-180	Oceanicola
4.contigs_14153119_1	171	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.8e-84	Alphaproteobacteria
3.contigs_3714268_1	120	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.7e-52	Alphaproteobacteria
1.contigs_3717910_2	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.1e-177	Leisingera
3.contigs_24105967_3	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	8.4e-183	Rhodovulum
2.contigs_8204602_2	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	2.6e-176	Alphaproteobacteria
3.contigs_4365123_2	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	2.9e-183	Alphaproteobacteria
2.contigs_9975296_1	203	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	3.8e-97	Oceanicola
2.contigs_4117864_1	165	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	2.1e-77	Alphaproteobacteria
2.contigs_4303629_1	263	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.4e-118	Sulfitobacter
2.contigs_14482285_2	323	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	9.3e-154	Alphaproteobacteria
3.contigs_3625696_2	324	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	4.1e-149	Oceanicola
1.contigs_6452651_1	283	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.8e-129	Oceanicola
2.contigs_1546097_1	224	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	3.3e-110	Alphaproteobacteria
4.contigs_10525658_1	171	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.2e-80	Rhodovulum
2.contigs_1553999_1	295	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.9e-129	Roseobacter
3.contigs_5991758_1	277	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	5.4e-134	Roseobacter
4.contigs_2635517_1	164	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	3.7e-74	Alphaproteobacteria
4.contigs_9819325_1	135	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	8.3e-64	Alphaproteobacteria
1.contigs_3355517_6	372	2437857.0625	623140.78125	222480.984375	NA	2936588.375	776668.4375	467131	L	1.8e-172	Alphaproteobacteria
3.contigs_3614450_1	162	NA	NA	NA	NA	NA	NA	NA	C	2.8e-66	Proteobacteria
3.contigs_16645786_1	106	297634.84375	NA	264066.7734375	517459.78125	NA	583682.9375	594686.328125	NA	NA	NA
2.contigs_1955699_4	481	957646.5625	314362.34375	351738.53125	443306.34375	NA	NA	231551.46875	G	4.4e-232	Alphaproteobacteria
1.contigs_4414441_2	480	957646.5625	314362.34375	351738.53125	443306.34375	NA	NA	231551.46875	G	8.8e-233	Alphaproteobacteria
1.contigs_8682064_1	345	1130524.375	623817.375	NA	NA	NA	NA	NA	QU	2.1e-34	Pleurocapsales
1.contigs_1040090_3	135	239270.8125	NA	62372.8203125	64335.5625	NA	131994.578125	NA	G	6.2e-43	Liliopsida
2.contigs_7654192_1	281	6876934.4375	699108.546875	229517.625	127340.7578125	1539406.6875	473685.0625	214787.43359375	P	6.7e-108	Alphaproteobacteria
3.contigs_12694229_3	518	6876934.4375	699108.546875	229517.625	127340.7578125	1539406.6875	473685.0625	214787.43359375	P	4.3e-209	Sulfitobacter
3.contigs_13624128_1	459	6876934.4375	699108.546875	229517.625	127340.7578125	1539406.6875	473685.0625	214787.43359375	P	5.9e-186	Alphaproteobacteria
1.contigs_5711812_1	447	6876934.4375	699108.546875	229517.625	127340.7578125	1539406.6875	473685.0625	214787.43359375	P	2.5e-181	Alphaproteobacteria
3.contigs_9238434_1	230	6876934.4375	699108.546875	229517.625	127340.7578125	1539406.6875	473685.0625	214787.43359375	P	5.7e-89	unclassified Gammaproteobacteria
1.contigs_5200325_1	134	6876934.4375	699108.546875	229517.625	127340.7578125	1539406.6875	473685.0625	214787.43359375	P	2.6e-57	Alphaproteobacteria
3.contigs_795879_3	344	1032931.8125	128709.109375	NA	NA	NA	NA	NA	P	4.4e-117	Oscillatoriales
4.contigs_3545860_1	76	NA	NA	288104.59375	NA	NA	517132.25	153015.734375	C	1.1e-28	Bilateria
3.contigs_2681693_9	153	2292493.75	NA	201915.890625	508869.0625	381603	269527.75	NA	S	5.5e-11	unclassified Alphaproteobacteria
1.contigs_3118682_1	314	154798.359375	287412.65625	NA	NA	363018.375	37646.18359375	107911.3359375	O	2e-161	Bacillariophyta
1.contigs_1706811_1	362	154798.359375	287412.65625	NA	NA	363018.375	37646.18359375	107911.3359375	O	7e-166	Bacillariophyta
2.contigs_8627060_1	260	154798.359375	287412.65625	NA	NA	363018.375	37646.18359375	107911.3359375	O	8.6e-118	Bacillariophyta
3.contigs_17573626_1	165	154798.359375	287412.65625	NA	NA	363018.375	37646.18359375	107911.3359375	O	6.1e-69	Bacillariophyta
3.contigs_22254335_1	352	154798.359375	287412.65625	NA	NA	363018.375	37646.18359375	107911.3359375	O	1.8e-171	Bacillariophyta
4.contigs_6723207_1	248	154798.359375	287412.65625	NA	NA	363018.375	37646.18359375	107911.3359375	O	1.4e-104	Bacillariophyta
3.contigs_4809894_5	148	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	4.4e-66	Hyphomonadaceae
1.contigs_660153_1	223	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	1e-103	Hyphomonadaceae
2.contigs_3371461_1	165	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	2.1e-56	Alicyclobacillaceae
4.contigs_4590204_2	241	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	1.3e-91	Hyphomonadaceae
4.contigs_9440778_1	306	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	6e-70	Alicyclobacillaceae
2.contigs_14311769_1	183	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	3.6e-54	Oscillatoriales
1.contigs_2395876_1	264	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	6.6e-81	Planococcaceae
2.contigs_12944988_1	196	13168335	2905436.75	974034.6875	2516549.25	449087.90625	381314.28125	196286.703125	I	6.9e-59	Alicyclobacillaceae
1.contigs_186065_2	1030	585032.5625	555134.125	292401.5	329163.1875	1802452.875	1108629	671429.875	P	0	Hyphomonadaceae
1.contigs_7715425_2	314	NA	NA	154330.078125	175889.921875	981367.171875	251834.03125	148922.203125	S	8.2e-139	Alphaproteobacteria
3.contigs_12021998_1	375	NA	NA	423652.75	594891.9375	230685.421875	1232797.75	1004139.1875	P	9.7e-179	Alphaproteobacteria
3.contigs_25071046_2	224	NA	NA	423652.75	594891.9375	230685.421875	1232797.75	1004139.1875	P	3.5e-107	Bacteria
3.contigs_19889007_8	434	NA	411462.375	NA	NA	1027848	223646.140625	NA	G	6.3e-222	Phyllobacteriaceae
1.contigs_1815361_3	234	64364.34375	539508.625	NA	44863.87890625	46128.828125	NA	NA	C	5.6e-124	Alteromonadaceae
2.contigs_84067_2	234	64364.34375	539508.625	NA	44863.87890625	46128.828125	NA	NA	C	1.6e-126	Alteromonadaceae
2.contigs_206360_7	234	64364.34375	539508.625	NA	44863.87890625	46128.828125	NA	NA	C	5.2e-114	Alteromonadaceae
1.contigs_1846510_2	146	1086362.625	1012188.3125	1127200.375	1709016.625	2660025.5	2627883	1221129.25	Q	5.5e-29	Sphingomonadales
4.contigs_2249704_16	120	NA	NA	445928.28125	NA	NA	490868.375	428681.59375	S	1.4e-9	Chlorophyta
3.contigs_13161549_2	309	650716.703125	711050.3125	NA	NA	49840.4609375	86602.7265625	NA	J	2.2e-59	Streptophyta
2.contigs_5029697_2	313	163318.03125	NA	653658.3125	869330.03125	NA	373520.53125	355164.21875	T	6.2e-86	Chlorophyta
2.contigs_7591787_2	187	426931.65625	NA	NA	NA	NA	NA	NA	G	7.2e-82	Gammaproteobacteria
2.contigs_13675759_1	141	NA	135891.578125	279793.5	549747.0625	349522.3125	281077	279310.4375	P	3.1e-69	Desulfobacterales
3.contigs_2510318_5	515	1301707.625	629699	NA	NA	345949.15625	NA	NA	G	2.3e-223	Opitutae
4.contigs_8944535_2	517	1301707.625	629699	NA	NA	345949.15625	NA	NA	G	2e-259	Opitutae
3.contigs_23100499_2	393	NA	NA	NA	NA	NA	NA	NA	G	4.5e-150	Aeromonadales
4.contigs_8407128_2	480	NA	NA	240891.890625	NA	NA	1727978.40625	733131.8125	M	1e-156	Thiotrichales
4.contigs_6968673_1	182	NA	175875.953125	NA	137769.1875	153126.828125	425901.25	167860.296875	P	2e-12	Hyphomonadaceae
3.contigs_18486980_1	161	NA	175875.953125	NA	137769.1875	153126.828125	425901.25	167860.296875	P	2.7e-13	Hyphomonadaceae
2.contigs_12083076_1	210	1125501.75	57521.9765625	NA	173946.53125	375195.25	71593.109375	NA	G	1.6e-90	Thiotrichales
1.contigs_9921821_1	110	322046.71875	NA	NA	540732.9375	NA	NA	187369.015625	EH	2.1e-49	Sulfitobacter
1.contigs_3685501_2	387	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	3.5e-200	Bacillariophyta
3.contigs_15921878_3	146	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	4.3e-74	Bacillariophyta
2.contigs_8686448_1	118	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	6.9e-38	Bacillariophyta
3.contigs_8237717_1	330	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	5e-163	Bacillariophyta
3.contigs_24445812_1	221	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	4.6e-88	Bacillariophyta
3.contigs_76456_4	405	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	9.7e-209	Bacillariophyta
3.contigs_7413401_2	289	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	4.2e-97	Eukaryota
3.contigs_24511299_3	228	NA	1359083.5	NA	302660.65625	479325.03125	87405.59375	NA	J	2.6e-126	Bacillariophyta
1.contigs_1106216_3	480	1318991.6875	307049.8828125	273354.75	501613.412109375	NA	622644.484375	NA	J	1.3e-231	Pleurocapsales
2.contigs_5180156_1	86	NA	NA	NA	NA	1360229.625	627700.75	273523.21875	Q	6.6e-30	unclassified Rhodobacteraceae
1.contigs_1865919_6	337	5945340.875	3353640.0625	1169566.25	4855038.5	362667.59375	630220.9375	400989.21875	IQ	6e-95	Eukaryota
4.contigs_1121156_4	325	NA	NA	331683.875	183925.09375	NA	NA	116532.4921875	O	9.1e-24	Chlorophyta
3.contigs_12371018_1	117	NA	NA	NA	NA	1186619	NA	NA	S	8.6e-41	Chromatiales
1.contigs_5975911_1	696	1281828.875	771659.875	NA	NA	NA	NA	NA	P	5.2e-202	Gammaproteobacteria
2.contigs_5036132_1	131	588960.984375	238676.203125	70408.736328125	186641.0625	286706.74609375	150031.015625	107565.4453125	E	2.4e-55	Bacillariophyta
1.contigs_1908210_2	112	NA	NA	NA	NA	NA	NA	NA	S	1.4e-48	Cyanobacteria
2.contigs_4523234_4	1060	NA	NA	NA	NA	NA	NA	NA	P	2e-301	Cytophagia
1.contigs_140040_2	411	915109.25	86122.75	356538.0625	273363.6875	42985.328125	NA	57054.71484375	E	8.6e-213	Pleurocapsales
3.contigs_11805314_1	141	456300.4375	225752.4375	156365.140625	960348.6875	NA	727161.0625	301735.46875	NA	1.2e-44	Bacillariophyta
3.contigs_20517374_2	450	NA	NA	NA	NA	NA	NA	NA	E	1.2e-186	Sphingobacteriia
1.contigs_1112453_2	303	48603.921875	1168239.84375	NA	720820.060546875	23933.806640625	33959.15625	126917.435546875	NA	4.4e-73	Cyanobacteria
3.contigs_24450136_2	118	NA	NA	125523.390625	NA	NA	NA	NA	B	3.1e-46	Bacillariophyta
2.contigs_2240673_5	185	276774.1875	2454578.75	NA	NA	185767.71875	NA	NA	S	2.5e-66	Eukaryota
3.contigs_24135061_1	65	95240.890625	269957.875	883200	735115.625	3981635.875	1275297.375	829310.03125	NA	NA	NA
1.contigs_1113710_5	347	7143288.25	472686.234375	176140.40625	374745.40625	323693.140625	NA	NA	S	1.6e-71	Oscillatoriales
3.contigs_3774912_2	626	NA	NA	166050.015625	311086.6875	323471.28125	NA	NA	S	1.9e-227	Alphaproteobacteria
3.contigs_20959924_2	170	1385238.96875	278035.78125	621780.109375	2013332.15625	NA	600837.5	431153.40625	P	2.3e-74	Eukaryota
3.contigs_18464276_1	232	1385238.96875	278035.78125	621780.109375	2013332.15625	NA	600837.5	431153.40625	P	9.5e-92	Chlorophyta
3.contigs_1417679_10	92	1184479.90625	2149715.109375	2260793	1143849.125	725052.09375	NA	NA	G	9.6e-11	Bacillariophyta
3.contigs_3228001_1	272	NA	627154.5	NA	NA	330539.3125	NA	NA	E	8.7e-145	Alphaproteobacteria
1.contigs_3228461_1	185	NA	NA	NA	NA	NA	NA	NA	S	1.1e-63	Eukaryota
1.contigs_7843297_3	865	60345.8046875	NA	443093.4375	709124.4375	1193152.03125	934503.9375	733572.5625	Q	0	Alphaproteobacteria
2.contigs_802342_1	172	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	3.9e-50	Bacillariophyta
3.contigs_17790734_1	147	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	1.5e-37	Bacillariophyta
4.contigs_11307019_1	180	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	2.9e-56	Bacillariophyta
2.contigs_6010816_2	158	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	5e-52	Bacillariophyta
2.contigs_10498287_1	99	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	8.9e-31	Bacillariophyta
3.contigs_1413182_3	213	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	2.5e-46	Bacillariophyta
1.contigs_3720578_3	235	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	2.6e-52	Bacillariophyta
3.contigs_15467306_2	184	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	2.1e-57	Bacillariophyta
4.contigs_7777070_1	160	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	9.9e-56	Bacillariophyta
3.contigs_15578541_1	102	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	7.7e-30	Bacillariophyta
3.contigs_7307182_1	120	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	1.4e-41	Bacillariophyta
3.contigs_14597012_2	183	2180835.25	4751131	273851.1875	NA	212858.59375	272062.5625	196063	G	2.4e-58	Bacillariophyta
4.contigs_248210_1	273	NA	NA	NA	NA	NA	NA	NA	C	2.1e-98	Chromatiales
3.contigs_9473575_2	273	NA	NA	NA	NA	NA	NA	NA	C	2.7e-98	Chromatiales
3.contigs_24278425_1	244	NA	NA	NA	NA	NA	NA	NA	C	4.8e-94	Chromatiales
4.contigs_13990609_2	236	NA	NA	NA	NA	NA	NA	NA	C	2.8e-83	Chromatiales
4.contigs_515946_1	354	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	1.1e-155	Phaeobacter
4.contigs_2579643_1	122	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	1.9e-51	Ruegeria
1.contigs_6331329_3	385	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	3.1e-188	Oceanicola
1.contigs_5650954_1	240	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	2e-116	Sulfitobacter
1.contigs_6320684_1	317	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	1.4e-162	Sulfitobacter
1.contigs_3936820_1	430	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	8.7e-216	Alphaproteobacteria
4.contigs_13115797_2	237	2244758.75	1535441.25	387304.4375	708263.9375	1682322.875	976026.1875	507094.0625	J	2.3e-85	Oceanicola
4.contigs_5040252_1	202	NA	NA	674241.5	808228	294144.21875	955878.8125	515238.03125	S	4.3e-40	Gammaproteobacteria
3.contigs_1941966_1	392	NA	60567.03125	NA	NA	491640.09375	NA	NA	G	3.2e-31	Alphaproteobacteria
4.contigs_1316944_2	130	NA	6786.9765625	2453639.1015625	1738763.796875	61361.0390625	5275375.5	4064115.75	NA	NA	NA
1.contigs_1787635_5	79	1290636.375	931503.5	256896.140625	257335.34375	353680.6875	286065.59375	NA	S	3.8e-24	Bacillariophyta
4.contigs_1712600_2	146	NA	244769.6875	2248869	5253983.6875	250228.390625	1645210.5	880424.828125	NA	NA	NA
2.contigs_2894988_1	130	NA	NA	NA	NA	NA	NA	NA	E	5.2e-55	Desulfobacterales
3.contigs_4300954_1	112	NA	2643221.5	1071742.75	1149317.625	1346176.375	2946745.75	2030671.625	G	5.3e-40	Alphaproteobacteria
3.contigs_5523168_1	518	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	2.7e-248	unclassified Gammaproteobacteria
4.contigs_13340954_1	302	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	3e-138	unclassified Gammaproteobacteria
3.contigs_7724209_1	246	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	8.2e-118	Alphaproteobacteria
3.contigs_15717047_1	302	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	1.5e-145	Bacteria
3.contigs_15316209_1	351	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	3.8e-169	Bacteria
3.contigs_9092940_1	518	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	2.6e-259	Bacteria
4.contigs_5093824_1	372	357935.375	504220	NA	1416118.25	NA	512970.15625	427064.6875	P	7.7e-136	unclassified Gammaproteobacteria
2.contigs_3783443_1	318	NA	NA	NA	NA	NA	NA	NA	E	7.1e-98	Rhodobiaceae
1.contigs_1918811_2	136	269181.84375	530006.25	NA	NA	NA	NA	NA	Z	5e-56	Bacillariophyta
2.contigs_4232018_1	203	NA	NA	NA	NA	NA	NA	NA	G	3.4e-85	Alphaproteobacteria
4.contigs_11389313_1	118	NA	256101.65625	NA	NA	NA	NA	NA	B	2e-45	Peronosporales
1.contigs_3785446_1	210	NA	256101.65625	NA	NA	NA	NA	NA	B	5.1e-52	Bacillariophyta
3.contigs_21520782_1	327	NA	NA	133790.953125	138648.765625	1864364	79874.4609375	NA	S	8.6e-139	Chromatiales
3.contigs_9622575_2	333	NA	NA	73819.78125	NA	173825.109375	72603.421875	NA	F	1.4e-125	Bacillariophyta
3.contigs_11364292_2	630	NA	NA	73819.78125	NA	173825.109375	72603.421875	NA	F	1.2e-269	Bacillariophyta
3.contigs_224763_4	180	308156.75	1045033.375	284021.96875	504213.75	236661.40625	860981.125	620665.3125	NA	4.7e-62	Bacillariophyta
1.contigs_2819182_1	168	NA	NA	NA	179975.078125	110678.6640625	NA	837853.1875	E	1.7e-45	Rhizobiaceae
4.contigs_3027775_1	124	NA	NA	NA	179975.078125	110678.6640625	NA	837853.1875	E	1e-31	Rhizobiaceae
4.contigs_5460409_11	519	NA	NA	NA	NA	NA	NA	NA	E	1.4e-188	Bacillariophyta
3.contigs_5483854_8	353	NA	NA	NA	NA	NA	NA	NA	E	1.5e-176	Bacillariophyta
1.contigs_8531454_1	440	NA	NA	NA	NA	1846402.7734375	790701.75	325829.03125	G	2.9e-198	Gammaproteobacteria
2.contigs_4106484_30	237	NA	NA	1272082.4375	3100940.75	347808.65625	993036.6875	622578.8125	M	9.6e-23	Desulfuromonadales
1.contigs_7436894_1	134	NA	5966236	NA	NA	346742.34375	NA	NA	E	1.4e-23	Eukaryota
4.contigs_13631294_1	328	NA	NA	NA	NA	NA	NA	NA	E	7.8e-124	Desulfobacterales
2.contigs_9242516_1	121	1690815.375	157180.75	84082.9375	NA	NA	NA	NA	C	5e-60	Synechococcus
1.contigs_3051731_1	180	219859.171875	61931.78125	38328.8828125	86774.75	NA	NA	NA	C	6.1e-78	Oscillatoriales
4.contigs_16666_1	172	219859.171875	61931.78125	38328.8828125	86774.75	NA	NA	NA	C	6.6e-90	Oscillatoriales
3.contigs_4714773_6	336	330446.375	347908	NA	253142.375	1375407	152423.53125	136693.171875	S	2.2e-142	Ruegeria
2.contigs_2396777_1	198	330446.375	347908	NA	253142.375	1375407	152423.53125	136693.171875	S	1.1e-72	unclassified Rhodobacteraceae
3.contigs_4295272_1	317	1632639.25	NA	188585.59375	567385.625	77726.5703125	NA	NA	J	2.8e-142	Eukaryota
3.contigs_8946818_1	206	6011771.5	789281.4375	189624.703125	230367.78515625	414790.4375	174286.3125	NA	H	8.4e-92	Bacillariophyta
3.contigs_4163702_1	384	NA	268889.71875	493063.40625	828766.6875	3136061.84375	NA	4972597	O	1.3e-130	Actinobacteria
1.contigs_7173150_3	323	NA	1282740.75	152113.796875	NA	15509346	NA	NA	NA	NA	NA
3.contigs_936969_3	965	202038.671875	NA	255743.375	NA	67264.4296875	NA	148384.359375	H	0	Cytophagia
2.contigs_5224541_1	196	202038.671875	NA	255743.375	NA	67264.4296875	NA	148384.359375	H	5.4e-72	Cytophagia
4.contigs_13182485_1	136	202038.671875	NA	255743.375	NA	67264.4296875	NA	148384.359375	P	4e-42	Cytophagia
4.contigs_13079239_1	392	NA	NA	NA	NA	NA	NA	NA	E	3.3e-153	Sulfitobacter
1.contigs_2341477_1	687	314102.5625	NA	NA	NA	NA	NA	NA	P	2.7e-150	Caulobacterales
1.contigs_4049397_3	292	559060	NA	NA	NA	NA	NA	NA	NA	5.7e-110	Bacillariophyta
1.contigs_2030994_4	451	3106421.625	2665602.65625	132912.984375	307668.09375	313196.125	124119.1328125	NA	C	1.1e-165	Eukaryota
4.contigs_1299429_3	255	35328316	1704083.5	NA	321265.75	778235.4375	303099.84375	148426.53125	E	1.1e-77	Bacillariophyta
3.contigs_10466319_2	363	349361.5625	123339.34375	NA	NA	137801.078125	NA	NA	F	1.8e-158	Bacillariophyta
4.contigs_622613_2	782	384193.4375	386981.59375	NA	NA	NA	NA	63910.1171875	M	3e-299	Alphaproteobacteria
2.contigs_3379329_1	232	NA	NA	NA	581467.9375	NA	NA	NA	O	1e-37	Eukaryota
4.contigs_627107_1	187	3817553.25	276158.96875	NA	NA	646901.5	300550.65625	267802.1875	N	5.9e-44	Ruegeria
4.contigs_12509961_1	165	NA	NA	NA	NA	NA	NA	NA	C	3.2e-57	Planctomycetes
3.contigs_11141984_1	164	NA	NA	NA	NA	NA	NA	NA	O	6.8e-60	Planctomycetes
1.contigs_9326727_2	322	NA	NA	NA	271706.40625	605045.9375	1148629.5	365174.5	M	9.3e-53	Hyphomonadaceae
4.contigs_4701601_1	166	NA	NA	NA	NA	NA	NA	NA	P	8.4e-58	unclassified Bacteria
3.contigs_4076195_1	182	749962.9375	64724.9765625	NA	101888.7734375	211145.65625	221092.671875	NA	Q	2.5e-71	unclassified Alphaproteobacteria
2.contigs_6248174_3	495	536622.6875	NA	295581.40625	NA	1332284.71875	NA	NA	NU	4.8e-16	Bacteria
1.contigs_4740089_2	393	284891.65625	89231.4140625	278689.75	285293.65625	353032.1875	NA	109476.28125	H	5.4e-204	Roseobacter
4.contigs_7937531_1	375	284891.65625	89231.4140625	278689.75	285293.65625	353032.1875	NA	109476.28125	H	1.4e-182	Alphaproteobacteria
4.contigs_15730397_1	393	284891.65625	89231.4140625	278689.75	285293.65625	353032.1875	NA	109476.28125	H	2.1e-192	Roseobacter
3.contigs_2757230_4	517	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	6.2e-285	Flavobacteriia
4.contigs_6584130_2	344	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	1.3e-158	Flavobacteriia
3.contigs_170454_2	432	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	2.8e-214	Chromatiales
2.contigs_4076200_1	510	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	9e-244	Gammaproteobacteria
4.contigs_5010926_3	525	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	3.9e-250	Chromatiales
4.contigs_9482057_2	502	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	1.5e-262	Chromatiales
4.contigs_10642306_2	525	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	1.1e-263	Bacteria
4.contigs_1823094_2	366	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	1.6e-178	Chromatiales
4.contigs_3596280_2	436	NA	695287.875	526330.6875	596443.6875	NA	NA	NA	H	3e-179	Bacteroidetes Order II. Incertae sedis
3.contigs_10617474_8	438	NA	695287.875	526330.6875	596443.6875	NA	NA	NA	H	2.1e-180	Bacteroidetes Order II. Incertae sedis
1.contigs_3208659_1	275	1534888.125	501100.125	348008.25	682227.625	NA	672558.5	129939.453125	NA	3.3e-43	Pleurocapsales
3.contigs_6303992_1	226	NA	298188	NA	67353.0859375	NA	NA	NA	M	6.3e-48	Xanthomonadales
